Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
UTAH,2019,17,,-,3,,8,,12,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20191755
WYOMING,2019,17,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191756
PACIFIC,2019,17,1,,3,,5,,5,,,-,1,,1,,,-,,PACIFIC,20191757
ALASKA,2019,17,1,,3,,2,,3,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20191758
CALIFORNIA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20191759
HAWAII,2019,17,,-,1,,3,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191760
OREGON,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20191761
WASHINGTON,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191762
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191763
AMERICAN SAMOA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191767
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191768
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191769
TOTAL,2019,17,7,,35,,304,,400,,,-,2,,11,,13,,,TOTAL,20191770
US RESIDENTS,2019,18,10,,35,,326,,424,,1,,2,,13,,13,,,US RESIDENTS,20191801
NEW ENGLAND,2019,18,,-,3,,23,,19,,,-,1,,,-,,-,,NEW ENGLAND,20191802
CONNECTICUT,2019,18,,-,2,,4,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191803
MAINE,2019,18,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191804
MASSACHUSETTS,2019,18,,-,3,,10,,10,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191805
NEW HAMPSHIRE,2019,18,,-,1,,2,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191806
RHODE ISLAND,2019,18,,-,2,,3,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191807
VERMONT,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191808
MIDDLE ATLANTIC,2019,18,2,,7,,31,,59,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20191809
NEW JERSEY,2019,18,,-,4,,4,,12,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191810
NEW YORK,2019,18,2,,4,,14,,11,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20191811
NEW YORK CITY,2019,18,,-,4,,10,,21,,,-,0,,,-,,-,,NEW YORK CITY,20191812
PENNSYLVANIA,2019,18,,-,3,,3,,15,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191813
EAST NORTH CENTRAL,2019,18,1,,6,,45,,68,,,-,1,,3,,2,,,EAST NORTH CENTRAL,20191814
ILLINOIS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191815
INDIANA,2019,18,,-,2,,9,,11,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191816
MICHIGAN,2019,18,,-,3,,12,,17,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20191817
OHIO,2019,18,1,,4,,16,,24,,,-,1,,2,,2,,"OHIO
(40.415534, -82.70936)",,20191818
WISCONSIN,2019,18,,-,4,,8,,16,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191819
WEST NORTH CENTRAL,2019,18,1,,5,,26,,31,,,-,1,,1,,3,,,WEST NORTH CENTRAL,20191820
IOWA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20191821
KANSAS,2019,18,,-,2,,8,,7,,,-,1,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20191822
MINNESOTA,2019,18,,-,2,,2,,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191823
MISSOURI,2019,18,1,,2,,7,,16,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20191824
NEBRASKA,2019,18,,-,2,,4,,5,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20191825
NORTH DAKOTA,2019,18,,-,1,,3,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191826
SOUTH DAKOTA,2019,18,,-,1,,2,,2,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191827
SOUTH ATLANTIC,2019,18,3,,9,,79,,78,,1,,1,,4,,3,,,SOUTH ATLANTIC,20191828
DELAWARE,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191829
DISTRICT OF COLUMBIA,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191830
FLORIDA,2019,18,2,,5,,31,,22,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20191831
GEORGIA,2019,18,,-,5,,19,,28,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191832
MARYLAND,2019,18,,-,3,,9,,8,,1,,1,,2,,,-,"MARYLAND
(38.946466, -76.687282)",,20191833
NORTH CAROLINA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20191834
SOUTH CAROLINA,2019,18,1,,2,,8,,3,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191835
VIRGINIA,2019,18,,-,2,,6,,11,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191836
WEST VIRGINIA,2019,18,,-,2,,4,,5,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191837
EAST SOUTH CENTRAL,2019,18,1,,6,,27,,45,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20191838
ALABAMA,2019,18,,-,3,,6,,13,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191839
KENTUCKY,2019,18,,-,1,,1,,5,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20191840
MISSISSIPPI,2019,18,1,,2,,9,,7,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191841
TENNESSEE,2019,18,,-,3,,11,,20,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191842
WEST SOUTH CENTRAL,2019,18,,-,11,,48,,57,,,-,1,,1,,4,,,WEST SOUTH CENTRAL,20191843
ARKANSAS,2019,18,,-,4,,13,,4,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191844
LOUISIANA,2019,18,,-,2,,6,,13,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20191845
OKLAHOMA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191846
TEXAS,2019,18,,-,9,,29,,40,,,-,1,,1,,2,,"TEXAS
(31.447238, -99.317341)",,20191847
MOUNTAIN,2019,18,2,,6,,43,,60,,,-,1,,1,,,-,,MOUNTAIN,20191848
ARIZONA,2019,18,1,,3,,16,,17,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191849
COLORADO,2019,18,1,,2,,5,,10,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191850
IDAHO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191851
MONTANA,2019,18,,-,2,,2,,4,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191852
NEVADA,2019,18,,-,2,,2,,7,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191853
NEW MEXICO,2019,18,,-,2,,10,,5,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191854
UTAH,2019,18,,-,2,,8,,12,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20191855
WYOMING,2019,18,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191856
PACIFIC,2019,18,,-,3,,4,,7,,,-,1,,1,,,-,,PACIFIC,20191857
ALASKA,2019,18,,-,3,,1,,5,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20191858
CALIFORNIA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20191859
HAWAII,2019,18,,-,1,,3,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191860
OREGON,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20191861
WASHINGTON,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191862
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191863
AMERICAN SAMOA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191864
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191865
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191866
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191867
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191868
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191869
TOTAL,2019,18,10,,35,,326,,424,,1,,2,,13,,13,,,TOTAL,20191870
US RESIDENTS,2019,19,19,,35,,357,,455,,1,,2,,14,,13,,,US RESIDENTS,20191901
NEW ENGLAND,2019,19,,-,3,,24,,20,,,-,1,,,-,,-,,NEW ENGLAND,20191902
CONNECTICUT,2019,19,,-,2,,4,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191903
MAINE,2019,19,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191904
MASSACHUSETTS,2019,19,,-,3,,10,,11,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191905
NEW HAMPSHIRE,2019,19,,-,1,,2,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191906
RHODE ISLAND,2019,19,,-,2,,4,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191907
VERMONT,2019,19,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191908
MIDDLE ATLANTIC,2019,19,5,,7,,36,,60,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20191909
NEW JERSEY,2019,19,3,,4,,7,,12,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191910
NEW YORK,2019,19,2,,4,,16,,11,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20191911
NEW YORK CITY,2019,19,,-,4,,10,,21,,,-,0,,,-,,-,,NEW YORK CITY,20191912
PENNSYLVANIA,2019,19,,-,3,,3,,16,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191913
EAST NORTH CENTRAL,2019,19,2,,6,,50,,74,,1,,1,,4,,2,,,EAST NORTH CENTRAL,20191914
ILLINOIS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191915
INDIANA,2019,19,,-,2,,9,,12,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191916
MICHIGAN,2019,19,,-,3,,14,,18,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20191917
OHIO,2019,19,1,,4,,17,,28,,1,,1,,3,,2,,"OHIO
(40.415534, -82.70936)",,20191918
WISCONSIN,2019,19,1,,4,,10,,16,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191919
WEST NORTH CENTRAL,2019,19,3,,5,,33,,41,,,-,1,,1,,3,,,WEST NORTH CENTRAL,20191920
IOWA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20191921
KANSAS,2019,19,,-,2,,8,,7,,,-,1,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20191922
MINNESOTA,2019,19,,-,4,,2,,10,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191923
MISSOURI,2019,19,1,,2,,9,,16,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20191924
NEBRASKA,2019,19,1,,2,,5,,5,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20191925
NORTH DAKOTA,2019,19,,-,1,,6,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191926
SOUTH DAKOTA,2019,19,1,,1,,3,,2,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191927
SOUTH ATLANTIC,2019,19,7,,9,,87,,82,,,-,1,,4,,3,,,SOUTH ATLANTIC,20191928
DELAWARE,2019,19,,-,1,,1,,1,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191929
DISTRICT OF COLUMBIA,2019,19,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191930
FLORIDA,2019,19,4,,5,,36,,22,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20191931
GEORGIA,2019,19,,-,5,,19,,29,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191932
MARYLAND,2019,19,2,,3,,11,,9,,,-,1,,2,,,-,"MARYLAND
(38.946466, -76.687282)",,20191933
NORTH CAROLINA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20191934
SOUTH CAROLINA,2019,19,,-,2,,8,,5,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191935
VIRGINIA,2019,19,1,,2,,7,,11,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191936
WEST VIRGINIA,2019,19,,-,2,,4,,5,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191937
EAST SOUTH CENTRAL,2019,19,,-,6,,29,,48,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20191938
ALABAMA,2019,19,,-,3,,6,,14,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191939
KENTUCKY,2019,19,,-,1,,2,,5,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20191940
MISSISSIPPI,2019,19,,-,2,,9,,7,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191941
TENNESSEE,2019,19,,-,3,,12,,22,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191942
WEST SOUTH CENTRAL,2019,19,,-,11,,48,,61,,,-,1,,1,,4,,,WEST SOUTH CENTRAL,20191943
ARKANSAS,2019,19,,-,4,,13,,4,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191944
LOUISIANA,2019,19,,-,2,,6,,13,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20191945
OKLAHOMA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191946
TEXAS,2019,19,,-,9,,29,,44,,,-,1,,1,,2,,"TEXAS
(31.447238, -99.317341)",,20191947
MOUNTAIN,2019,19,2,,6,,46,,61,,,-,1,,1,,,-,,MOUNTAIN,20191948
ARIZONA,2019,19,2,,3,,19,,17,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191949
COLORADO,2019,19,,-,2,,5,,11,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191950
IDAHO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191951
MONTANA,2019,19,,-,2,,2,,4,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191952
NEVADA,2019,19,,-,2,,2,,7,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191953
NEW MEXICO,2019,19,,-,2,,10,,5,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191954
UTAH,2019,19,,-,2,,8,,12,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20191955
WYOMING,2019,19,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191956
PACIFIC,2019,19,,-,3,,4,,8,,,-,1,,1,,,-,,PACIFIC,20191957
ALASKA,2019,19,,-,3,,1,,6,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20191958
CALIFORNIA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20191959
HAWAII,2019,19,,-,1,,3,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191960
OREGON,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20191961
WASHINGTON,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191962
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191963
AMERICAN SAMOA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191964
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191965
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191966
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191967
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191968
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191969
TOTAL,2019,19,19,,35,,357,,455,,1,,2,,14,,13,,,TOTAL,20191970
US RESIDENTS,2019,20,8,,35,,371,,471,,,-,2,,15,,14,,,US RESIDENTS,20192001
NEW ENGLAND,2019,20,,-,3,,24,,20,,,-,1,,,-,,-,,NEW ENGLAND,20192002
CONNECTICUT,2019,20,,-,2,,4,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192003
MAINE,2019,20,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192004
MASSACHUSETTS,2019,20,,-,3,,10,,11,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192005
NEW HAMPSHIRE,2019,20,,-,1,,2,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192006
RHODE ISLAND,2019,20,,-,2,,4,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192007
VERMONT,2019,20,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192008
MIDDLE ATLANTIC,2019,20,,-,7,,36,,62,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20192009
NEW JERSEY,2019,20,,-,4,,7,,13,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192010
NEW YORK,2019,20,,-,4,,16,,12,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20192011
NEW YORK CITY,2019,20,,-,4,,10,,21,,,-,0,,,-,,-,,NEW YORK CITY,20192012
PENNSYLVANIA,2019,20,,-,3,,3,,16,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192013
EAST NORTH CENTRAL,2019,20,,-,6,,52,,75,,,-,1,,4,,2,,,EAST NORTH CENTRAL,20192014
ILLINOIS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192015
INDIANA,2019,20,,-,2,,10,,11,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192016
MICHIGAN,2019,20,,-,3,,15,,18,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20192017
OHIO,2019,20,,-,3,,17,,29,,,-,1,,3,,2,,"OHIO
(40.415534, -82.70936)",,20192018
WISCONSIN,2019,20,,-,4,,10,,17,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192019
WEST NORTH CENTRAL,2019,20,,-,5,,33,,42,,,-,1,,2,,4,,,WEST NORTH CENTRAL,20192020
IOWA,2019,20,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192021
KANSAS,2019,20,,-,2,,8,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20192022
MINNESOTA,2019,20,,-,4,,2,,10,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192023
MISSOURI,2019,20,,-,2,,9,,17,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20192024
NEBRASKA,2019,20,,-,2,,5,,5,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192025
NORTH DAKOTA,2019,20,,-,1,,6,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192026
SOUTH DAKOTA,2019,20,,-,1,,3,,2,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192027
SOUTH ATLANTIC,2019,20,5,,9,,93,,85,,,-,1,,4,,3,,,SOUTH ATLANTIC,20192028
DELAWARE,2019,20,,-,1,,1,,1,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192029
DISTRICT OF COLUMBIA,2019,20,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192030
FLORIDA,2019,20,1,,5,,37,,23,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192031
GEORGIA,2019,20,1,,5,,21,,31,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192032
MARYLAND,2019,20,,-,3,,11,,9,,,-,1,,2,,,-,"MARYLAND
(38.946466, -76.687282)",,20192033
NORTH CAROLINA,2019,20,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192034
SOUTH CAROLINA,2019,20,,-,2,,8,,5,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192035
VIRGINIA,2019,20,2,,2,,9,,11,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192036
WEST VIRGINIA,2019,20,1,,2,,5,,5,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192037
EAST SOUTH CENTRAL,2019,20,,-,6,,32,,49,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192038
ALABAMA,2019,20,,-,3,,6,,14,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192039
KENTUCKY,2019,20,,-,1,,2,,5,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192040
MISSISSIPPI,2019,20,,-,3,,12,,7,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192041
TENNESSEE,2019,20,,-,3,,12,,23,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192042
WEST SOUTH CENTRAL,2019,20,1,,11,,49,,65,,,-,1,,1,,4,,,WEST SOUTH CENTRAL,20192043
ARKANSAS,2019,20,1,,4,,14,,4,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192044
LOUISIANA,2019,20,,-,2,,6,,13,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192045
OKLAHOMA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192046
TEXAS,2019,20,,-,9,,29,,48,,,-,1,,1,,2,,"TEXAS
(31.447238, -99.317341)",,20192047
MOUNTAIN,2019,20,2,,6,,48,,62,,,-,1,,1,,,-,,MOUNTAIN,20192048
ARIZONA,2019,20,1,,3,,20,,18,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192049
COLORADO,2019,20,,-,2,,5,,11,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192050
IDAHO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192051
MONTANA,2019,20,,-,2,,2,,4,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192052
NEVADA,2019,20,1,,2,,3,,7,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192053
NEW MEXICO,2019,20,,-,2,,10,,5,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192054
UTAH,2019,20,,-,2,,8,,12,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192055
WYOMING,2019,20,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192056
PACIFIC,2019,20,,-,3,,4,,11,,,-,1,,1,,,-,,PACIFIC,20192057
